LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-05-26 17:51:25,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:26,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:26,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:26,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:26,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:26,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:26,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:26,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:26,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:26,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:27,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:27,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:27,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:27,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:27,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:27,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:27,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:27,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:27,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:27,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:28,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:28,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:28,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:28,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:28,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:28,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:28,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:28,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:29,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:29,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:29,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:29,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:29,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:29,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:29,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:29,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:29,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:30,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:31,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:31,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:31,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:31,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:31,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:31,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:31,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:31,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:32,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-51, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:33,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-57, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:34,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:35,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:35,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:35,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:35,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:35,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:35,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:35,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:35,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:35,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:36,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:36,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:36,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:36,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:36,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:36,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:36,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:36,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:36,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:37,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-29, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:37,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:37,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:37,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:37,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:37,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-25, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-05-26 17:51:37,1900-01-00 00:00:00,SUPERONLINE_WiFi_82AA,C2:E3:FB:A3:02:D8,-27, WPA2 ,0.000000,0.000000,0.000,0.000,AP
